SK_ID_CURR,top_1_risk_driver,top_2_risk_driver,top_3_risk_driver,top_1_support_driver,top_2_support_driver,top_3_support_driver
411525,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update,External Risk Score 3,Employment Length
411586,External Risk Score 2,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Days Since ID Update,Annuity Amount
411598,OCCUPATION_TYPE_Drivers,NAME_EDUCATION_TYPE_Secondary_secondary_special,CODE_GENDER_M,Annuity Amount,Days Since ID Update,External Risk Score 2
411615,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,Temporal Behavioral Pattern
412313,Annuity Amount,Temporal Behavioral Pattern,Age Proxy (Days Birth),External Risk Score 1,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
412330,Temporal Behavioral Pattern,LIVE_CITY_NOT_WORK_CITY,Days Since ID Update,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
412532,Days Since ID Update,Days Since Last Phone Change,Employment Length,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
412833,Days Since Last Phone Change,CODE_GENDER_M,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount
412940,Temporal Behavioral Pattern,TOTALAREA_MODE,Days Since Last Phone Change,External Risk Score 1,External Risk Score 2,Temporal Behavioral Pattern
413080,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,Annuity Amount,Days Since ID Update
413084,External Risk Score 2,External Risk Score 1,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,Days Since ID Update
413149,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern
413153,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,CODE_GENDER_M,Annuity Amount,Days Since Last Phone Change,External Risk Score 3
413203,OCCUPATION_TYPE_Drivers,Annuity Amount,Days Since ID Update,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
413473,CODE_GENDER_M,Temporal Behavioral Pattern,Employment Length,External Risk Score 2,External Risk Score 1,External Risk Score 3
413614,External Risk Score 1,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,OCCUPATION_TYPE_Medicine_staff,YEARS_BUILD_MODE
413821,Days Since Last Phone Change,Annuity Amount,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,OWN_CAR_AGE
413826,Days Since Last Phone Change,CODE_GENDER_M,Employment Length,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 1
413875,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern,Days Since Last Phone Change,Region Population Relative,Temporal Behavioral Pattern
414025,Temporal Behavioral Pattern,Days Since Last Phone Change,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,External Risk Score 3,Days Since Registration
414108,Employment Length,Age Proxy (Days Birth),Goods Price,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern
414122,Days Since Last Phone Change,Temporal Behavioral Pattern,Credit Amount,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
414180,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Temporal Behavioral Pattern,Temporal Behavioral Pattern
414451,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Employment Length,External Risk Score 3
414643,External Risk Score 3,DEF_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern
414696,OBS_60_CNT_SOCIAL_CIRCLE,Employment Length,Annuity Amount,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
414890,Temporal Behavioral Pattern,CODE_GENDER_M,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,External Risk Score 2
414902,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Temporal Behavioral Pattern
414951,Days Since Last Phone Change,Temporal Behavioral Pattern,Annuity Amount,External Risk Score 3,OWN_CAR_AGE,External Risk Score 2
415011,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
415077,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since Registration,Days Since ID Update
415200,External Risk Score 1,OCCUPATION_TYPE_Drivers,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
415348,External Risk Score 2,External Risk Score 1,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,Days Since ID Update,Temporal Behavioral Pattern
415445,Days Since ID Update,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,External Risk Score 1,Temporal Behavioral Pattern,Temporal Behavioral Pattern
415569,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Annuity Amount,Employment Length
415583,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),Days Since ID Update,External Risk Score 3,Temporal Behavioral Pattern
415871,DEF_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Age Proxy (Days Birth)
415953,External Risk Score 3,Days Since ID Update,External Risk Score 1,Credit Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount
415955,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,Temporal Behavioral Pattern,Days Since Last Phone Change
415985,Temporal Behavioral Pattern,CODE_GENDER_M,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Age Proxy (Days Birth)
416031,NAME_FAMILY_STATUS_Separated,Days Since Last Phone Change,OBS_60_CNT_SOCIAL_CIRCLE,External Risk Score 3,External Risk Score 2,Age Proxy (Days Birth)
416112,Days Since ID Update,Annuity Amount,Days Since Last Phone Change,External Risk Score 2,External Risk Score 3,NAME_EDUCATION_TYPE_Secondary_secondary_special
416184,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
416260,DEF_30_CNT_SOCIAL_CIRCLE,Days Since ID Update,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Days Since Registration,External Risk Score 3
416497,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 2,Temporal Behavioral Pattern,External Risk Score 1
416603,External Risk Score 2,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern
416792,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2,External Risk Score 3,Days Since Last Phone Change
416825,External Risk Score 2,Days Since ID Update,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 1,Temporal Behavioral Pattern,Days Since Last Phone Change
417134,External Risk Score 3,External Risk Score 2,Temporal Behavioral Pattern,Annuity Amount,Days Since Last Phone Change,Credit Amount
417391,OCCUPATION_TYPE_Drivers,Days Since Last Phone Change,AMT_REQ_CREDIT_BUREAU_YEAR,Annuity Amount,External Risk Score 2,Temporal Behavioral Pattern
417730,Temporal Behavioral Pattern,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 3,External Risk Score 2
417751,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 3,Temporal Behavioral Pattern
418113,External Risk Score 2,Days Since ID Update,OCCUPATION_TYPE_Drivers,External Risk Score 3,Days Since Registration,Temporal Behavioral Pattern
418142,External Risk Score 2,Days Since Last Phone Change,Days Since ID Update,Days Since Registration,Annuity Amount,External Risk Score 3
418151,Temporal Behavioral Pattern,External Risk Score 1,CODE_GENDER_M,External Risk Score 2,Days Since ID Update,Employment Length
418329,External Risk Score 2,OCCUPATION_TYPE_Drivers,Temporal Behavioral Pattern,WEEKDAY_APPR_PROCESS_START_SUNDAY,Temporal Behavioral Pattern,Temporal Behavioral Pattern
418548,Employment Length,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,External Risk Score 2
418753,External Risk Score 3,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Age Proxy (Days Birth),External Risk Score 2
419013,CODE_GENDER_M,Goods Price,Age Proxy (Days Birth),External Risk Score 3,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special
419097,External Risk Score 2,Days Since ID Update,Days Since Last Phone Change,Annuity Amount,Credit Amount,External Risk Score 3
419137,OCCUPATION_TYPE_Drivers,OBS_60_CNT_SOCIAL_CIRCLE,Days Since ID Update,External Risk Score 3,OWN_CAR_AGE,External Risk Score 2
419255,Temporal Behavioral Pattern,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,External Risk Score 1,External Risk Score 2
419271,External Risk Score 1,Days Since ID Update,CODE_GENDER_M,External Risk Score 3,External Risk Score 2,Annuity Amount
419402,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Employment Length,Days Since ID Update
419623,External Risk Score 2,NAME_FAMILY_STATUS_Separated,DEF_30_CNT_SOCIAL_CIRCLE,Employment Length,Days Since ID Update,Temporal Behavioral Pattern
419736,Temporal Behavioral Pattern,AMT_REQ_CREDIT_BUREAU_YEAR,Temporal Behavioral Pattern,External Risk Score 1,Days Since ID Update,Days Since Last Phone Change
419753,OCCUPATION_TYPE_Drivers,Days Since ID Update,CODE_GENDER_M,External Risk Score 1,Age Proxy (Days Birth),Days Since Last Phone Change
419784,External Risk Score 3,Days Since ID Update,Days Since Last Phone Change,Employment Length,Temporal Behavioral Pattern,External Risk Score 2
419937,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 3,Credit Amount,Goods Price
420217,External Risk Score 2,NAME_FAMILY_STATUS_Separated,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 3,OWN_CAR_AGE
420292,External Risk Score 3,Days Since ID Update,External Risk Score 1,External Risk Score 2,Annuity Amount,Temporal Behavioral Pattern
420385,Days Since ID Update,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount,External Risk Score 2,Goods Price
420493,External Risk Score 2,Days Since Last Phone Change,External Risk Score 1,WEEKDAY_APPR_PROCESS_START_SUNDAY,Days Since ID Update,Region Population Relative
420537,External Risk Score 2,Days Since Last Phone Change,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update,Temporal Behavioral Pattern,External Risk Score 3
420545,Annuity Amount,Days Since ID Update,CODE_GENDER_M,External Risk Score 3,OWN_CAR_AGE,Days Since Last Phone Change
420599,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since Registration,Days Since ID Update,Age Proxy (Days Birth)
420707,OCCUPATION_TYPE_Drivers,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,OWN_CAR_AGE,External Risk Score 2
420829,Days Since Last Phone Change,CODE_GENDER_M,AMT_REQ_CREDIT_BUREAU_YEAR,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 2
420946,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 1,External Risk Score 2,Days Since ID Update,External Risk Score 3
421090,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 1,Age Proxy (Days Birth),External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special
421182,External Risk Score 2,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Last Phone Change,Temporal Behavioral Pattern,Age Proxy (Days Birth)
421194,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
421279,Days Since ID Update,Days Since Last Phone Change,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Days Since Registration,External Risk Score 2
421405,External Risk Score 2,Days Since Last Phone Change,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Temporal Behavioral Pattern,Temporal Behavioral Pattern
421439,Temporal Behavioral Pattern,DEF_30_CNT_SOCIAL_CIRCLE,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3,Days Since Last Phone Change,Days Since Registration
421440,Temporal Behavioral Pattern,Annuity Amount,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since ID Update,External Risk Score 1,Days Since Last Phone Change
421519,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3,Days Since Registration
421578,External Risk Score 2,External Risk Score 1,Days Since ID Update,External Risk Score 3,Annuity Amount,Credit Amount
421617,Days Since Last Phone Change,CODE_GENDER_M,Annuity Amount,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3
421731,Days Since ID Update,DEF_30_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,Annuity Amount
421834,Days Since Last Phone Change,Days Since ID Update,Annuity Amount,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 2
421933,External Risk Score 1,Annuity Amount,Days Since ID Update,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 3
422314,AMT_REQ_CREDIT_BUREAU_YEAR,LIVE_CITY_NOT_WORK_CITY,NAME_EDUCATION_TYPE_Secondary_secondary_special,External Risk Score 1,External Risk Score 2,Days Since Last Phone Change
422338,External Risk Score 2,External Risk Score 1,Days Since Last Phone Change,External Risk Score 3,Temporal Behavioral Pattern,Annuity Amount
422596,OBS_60_CNT_SOCIAL_CIRCLE,Temporal Behavioral Pattern,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 1,External Risk Score 2
422624,External Risk Score 2,NAME_EDUCATION_TYPE_Secondary_secondary_special,OBS_30_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,External Risk Score 3,Days Since ID Update
422687,External Risk Score 2,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,YEARS_BEGINEXPLUATATION_MEDI,Region Population Relative
422717,Temporal Behavioral Pattern,Temporal Behavioral Pattern,LIVINGAREA_MEDI,Days Since Last Phone Change,Temporal Behavioral Pattern,Days Since ID Update
423258,OBS_60_CNT_SOCIAL_CIRCLE,Days Since Last Phone Change,Annuity Amount,External Risk Score 2,Days Since ID Update,Temporal Behavioral Pattern
423344,External Risk Score 3,Days Since Last Phone Change,Annuity Amount,OWN_CAR_AGE,External Risk Score 2,WEEKDAY_APPR_PROCESS_START_SUNDAY
423425,External Risk Score 3,Temporal Behavioral Pattern,External Risk Score 1,Days Since Last Phone Change,External Risk Score 2,Age Proxy (Days Birth)
423496,Temporal Behavioral Pattern,NAME_EDUCATION_TYPE_Secondary_secondary_special,Age Proxy (Days Birth),External Risk Score 2,Days Since ID Update,External Risk Score 3
423499,Temporal Behavioral Pattern,Annuity Amount,Region Population Relative,External Risk Score 1,Temporal Behavioral Pattern,External Risk Score 3
423507,Temporal Behavioral Pattern,NAME_FAMILY_STATUS_Separated,Temporal Behavioral Pattern,External Risk Score 3,External Risk Score 2,Days Since Last Phone Change
423660,Days Since ID Update,OBS_60_CNT_SOCIAL_CIRCLE,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,Temporal Behavioral Pattern,External Risk Score 3
423879,Annuity Amount,Temporal Behavioral Pattern,Region Population Relative,External Risk Score 1,External Risk Score 3,External Risk Score 2
423950,External Risk Score 2,CODE_GENDER_M,NAME_EDUCATION_TYPE_Secondary_secondary_special,Days Since Last Phone Change,Annuity Amount,External Risk Score 3
